NAICS2022_LABEL,EMP,NAME,GEO_ID,NAICS2022,us
"Gift, Novelty, and Souvenir Retailers",138463,United States,0100000US,45942,1
"Gift, Novelty, and Souvenir Retailers",138463,United States,0100000US,459420,1
Used Merchandise Retailers,225968,United States,0100000US,4595,1
Used Merchandise Retailers,225968,United States,0100000US,45951,1
Used Merchandise Retailers,225968,United States,0100000US,459510,1
Other Miscellaneous Retailers,467616,United States,0100000US,4599,1
Pet and Pet Supplies Retailers,161934,United States,0100000US,45991,1
Pet and Pet Supplies Retailers,161934,United States,0100000US,459910,1
Art Dealers,19929,United States,0100000US,45992,1
Art Dealers,19929,United States,0100000US,459920,1
Manufactured (Mobile) Home Dealers,11942,United States,0100000US,45993,1
Manufactured (Mobile) Home Dealers,11942,United States,0100000US,459930,1
All Other Miscellaneous Retailers,273811,United States,0100000US,45999,1
"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers",118681,United States,0100000US,459991,1
All Other Miscellaneous Retailers,155130,United States,0100000US,459999,1
Transportation and warehousing,6031549,United States,0100000US,48-49,1
Air Transportation,538009,United States,0100000US,481,1
Scheduled Air Transportation,472096,United States,0100000US,4811,1
Scheduled Air Transportation,472096,United States,0100000US,48111,1
Scheduled Passenger Air Transportation,461514,United States,0100000US,481111,1
Scheduled Freight Air Transportation,10582,United States,0100000US,481112,1
Nonscheduled Air Transportation,65913,United States,0100000US,4812,1
Nonscheduled Air Transportation,65913,United States,0100000US,48121,1
Nonscheduled Chartered Passenger Air Transportation,38101,United States,0100000US,481211,1
Nonscheduled Chartered Freight Air Transportation,21454,United States,0100000US,481212,1
Other Nonscheduled Air Transportation,6358,United States,0100000US,481219,1
Water Transportation,65602,United States,0100000US,483,1
"Deep Sea, Coastal, and Great Lakes Water Transportation",46082,United States,0100000US,4831,1
"Deep Sea, Coastal, and Great Lakes Water Transportation",46082,United States,0100000US,48311,1
Deep Sea Freight Transportation,7869,United States,0100000US,483111,1
Deep Sea Passenger Transportation,16347,United States,0100000US,483112,1
Coastal and Great Lakes Freight Transportation,19279,United States,0100000US,483113,1
Coastal and Great Lakes Passenger Transportation,2587,United States,0100000US,483114,1
Inland Water Transportation,19520,United States,0100000US,4832,1
Inland Water Transportation,19520,United States,0100000US,48321,1
Inland Water Freight Transportation,16063,United States,0100000US,483211,1
Inland Water Passenger Transportation,3457,United States,0100000US,483212,1
Inland waterways ferry transportation,1954,United States,0100000US,4832121,1
Other water passenger transportation (including water taxi),1503,United States,0100000US,4832122,1
Truck Transportation,1683089,United States,0100000US,484,1
General Freight Trucking,1157547,United States,0100000US,4841,1
"General Freight Trucking, Local",262124,United States,0100000US,48411,1
"General Freight Trucking, Local",262124,United States,0100000US,484110,1
"General Freight Trucking, Long-Distance",895423,United States,0100000US,48412,1
"General Freight Trucking, Long-Distance, Truckload",591417,United States,0100000US,484121,1
"General Freight Trucking, Long-Distance, Less Than Truckload",304006,United States,0100000US,484122,1
Specialized freight trucking,525542,United States,0100000US,4842,1
Used household and office goods moving,108004,United States,0100000US,48421,1
Used household and office goods moving,108004,United States,0100000US,484210,1
"Local used household and office goods moving, without storage",35235,United States,0100000US,4842101,1
Long-distance used household and office goods moving,44123,United States,0100000US,4842102,1
"Local used household and office goods moving, with storage",28646,United States,0100000US,4842103,1
"Specialized Freight (except Used Goods) Trucking, Local",239206,United States,0100000US,48422,1
"Specialized Freight (except Used Goods) Trucking, Local",239206,United States,0100000US,484220,1
Local hazardous materials trucking (except waste),32050,United States,0100000US,4842201,1
Local agricultural products trucking without storage,48774,United States,0100000US,4842202,1
Dump trucking,93661,United States,0100000US,4842203,1
"Local specialized freight (except hazardous materials, agricultural products, and dump trucking)",59851,United States,0100000US,4842204,1
"Local specialized freight (except hazardous materials, agricultural products, and dump trucking)",4870,United States,0100000US,4842205,1
"Specialized Freight (except Used Goods) Trucking, Long-Distance",178332,United States,0100000US,48423,1
"Specialized Freight (except Used Goods) Trucking, Long-Distance",178332,United States,0100000US,484230,1
"Hazardous materials trucking (except waste), long-distance",30255,United States,0100000US,4842301,1
"Agricultural products trucking, long-distance",23975,United States,0100000US,4842302,1
"Other specialized trucking, long-distance",124102,United States,0100000US,4842303,1
Transit and Ground Passenger Transportation,483167,United States,0100000US,485,1
Urban Transit Systems,46145,United States,0100000US,4851,1
Urban Transit Systems,46145,United States,0100000US,48511,1
Mixed Mode Transit Systems,123,United States,0100000US,485111,1
Commuter Rail Systems,4323,United States,0100000US,485112,1
Bus and Other Motor Vehicle Transit Systems,40648,United States,0100000US,485113,1
Other Urban Transit Systems,1051,United States,0100000US,485119,1
Interurban and Rural Bus Transportation,19345,United States,0100000US,4852,1
Interurban and Rural Bus Transportation,19345,United States,0100000US,48521,1
Interurban and Rural Bus Transportation,19345,United States,0100000US,485210,1
Taxi and Limousine Service,84711,United States,0100000US,4853,1
Taxi and Ridesharing Services,57294,United States,0100000US,48531,1
Taxi and Ridesharing Services,57294,United States,0100000US,485310,1
Limousine Service,27417,United States,0100000US,48532,1
Limousine Service,27417,United States,0100000US,485320,1
School and Employee Bus Transportation,212429,United States,0100000US,4854,1
School and Employee Bus Transportation,212429,United States,0100000US,48541,1
School and Employee Bus Transportation,212429,United States,0100000US,485410,1
Charter Bus Industry,38778,United States,0100000US,4855,1
Charter Bus Industry,38778,United States,0100000US,48551,1
Charter Bus Industry,38778,United States,0100000US,485510,1
Other Transit and Ground Passenger Transportation,81759,United States,0100000US,4859,1
Other Transit and Ground Passenger Transportation,81759,United States,0100000US,48599,1
Special Needs Transportation,59334,United States,0100000US,485991,1
All Other Transit and Ground Passenger Transportation,22425,United States,0100000US,485999,1
Pipeline Transportation,48427,United States,0100000US,486,1
Pipeline Transportation of Crude Oil,13697,United States,0100000US,4861,1
Pipeline Transportation of Crude Oil,13697,United States,0100000US,48611,1
Pipeline Transportation of Crude Oil,13697,United States,0100000US,486110,1
Pipeline Transportation of Natural Gas,23674,United States,0100000US,4862,1
Pipeline Transportation of Natural Gas,23674,United States,0100000US,48621,1
Pipeline Transportation of Natural Gas,23674,United States,0100000US,486210,1
Other pipeline transportation,11056,United States,0100000US,4869,1
Pipeline transportation of refined petroleum products,10808,United States,0100000US,48691,1
Pipeline transportation of refined petroleum products,10808,United States,0100000US,486910,1
All Other Pipeline Transportation,248,United States,0100000US,48699,1
All Other Pipeline Transportation,248,United States,0100000US,486990,1
Scenic and Sightseeing Transportation,25666,United States,0100000US,487,1
"Scenic and Sightseeing Transportation, Land",8212,United States,0100000US,4871,1
"Scenic and Sightseeing Transportation, Land",8212,United States,0100000US,48711,1
"Scenic and Sightseeing Transportation, Land",8212,United States,0100000US,487110,1
"Scenic and Sightseeing Transportation, Water",14221,United States,0100000US,4872,1
"Scenic and Sightseeing Transportation, Water",14221,United States,0100000US,48721,1
"Scenic and Sightseeing Transportation, Water",14221,United States,0100000US,487210,1
"Scenic and Sightseeing Transportation, Other",3233,United States,0100000US,4879,1
"Scenic and Sightseeing Transportation, Other",3233,United States,0100000US,48799,1
"Scenic and Sightseeing Transportation, Other",3233,United States,0100000US,487990,1
Support Activities for Transportation,807481,United States,0100000US,488,1
Support activities for air transportation,210071,United States,0100000US,4881,1
Airport Operations,109566,United States,0100000US,48811,1
Air Traffic Control,1457,United States,0100000US,488111,1
Other Airport Operations,108109,United States,0100000US,488119,1
Other Support Activities for Air Transportation,100505,United States,0100000US,48819,1
Other Support Activities for Air Transportation,100505,United States,0100000US,488190,1
Support Activities for Rail Transportation,42444,United States,0100000US,4882,1
Support Activities for Rail Transportation,42444,United States,0100000US,48821,1
Support Activities for Rail Transportation,42444,United States,0100000US,488210,1
Support Activities for Water Transportation,76938,United States,0100000US,4883,1
Port and Harbor Operations,13511,United States,0100000US,48831,1
Port and Harbor Operations,13511,United States,0100000US,488310,1
Marine Cargo Handling,42047,United States,0100000US,48832,1
Marine Cargo Handling,42047,United States,0100000US,488320,1
Navigational Services to Shipping,13708,United States,0100000US,48833,1
Navigational Services to Shipping,13708,United States,0100000US,488330,1
Other Support Activities for Water Transportation,7672,United States,0100000US,48839,1
Other Support Activities for Water Transportation,7672,United States,0100000US,488390,1
Support Activities for Road Transportation,105463,United States,0100000US,4884,1
Motor Vehicle Towing,75295,United States,0100000US,48841,1
Motor Vehicle Towing,75295,United States,0100000US,488410,1
Other Support Activities for Road Transportation,30168,United States,0100000US,48849,1
Other Support Activities for Road Transportation,30168,United States,0100000US,488490,1
Freight Transportation Arrangement,354889,United States,0100000US,4885,1
Freight Transportation Arrangement,354889,United States,0100000US,48851,1
Freight Transportation Arrangement,354889,United States,0100000US,488510,1
Other Support Activities for Transportation,17676,United States,0100000US,4889,1
Other Support Activities for Transportation,17676,United States,0100000US,48899,1
Packing and Crating,17194,United States,0100000US,488991,1
All Other Support Activities for Transportation,482,United States,0100000US,488999,1
Couriers and Messengers,1026939,United States,0100000US,492,1
Couriers and Express Delivery Services,879668,United States,0100000US,4921,1
Couriers and Express Delivery Services,879668,United States,0100000US,49211,1
Couriers and Express Delivery Services,879668,United States,0100000US,492110,1
Local Messengers and Local Delivery,147271,United States,0100000US,4922,1
Local Messengers and Local Delivery,147271,United States,0100000US,49221,1
Local Messengers and Local Delivery,147271,United States,0100000US,492210,1
Warehousing and Storage,1353169,United States,0100000US,493,1
Warehousing and Storage,1353169,United States,0100000US,4931,1
General Warehousing and Storage,1226010,United States,0100000US,49311,1
General Warehousing and Storage,1226010,United States,0100000US,493110,1
Refrigerated Warehousing and Storage,56195,United States,0100000US,49312,1
Refrigerated Warehousing and Storage,56195,United States,0100000US,493120,1
Farm Product Warehousing and Storage,5838,United States,0100000US,49313,1
Farm Product Warehousing and Storage,5838,United States,0100000US,493130,1
Other Warehousing and Storage,65126,United States,0100000US,49319,1
Other Warehousing and Storage,65126,United States,0100000US,493190,1
Household goods warehousing and storage,20761,United States,0100000US,4931901,1
Specialized goods warehousing and storage,44365,United States,0100000US,4931902,1
Information,4040495,United States,0100000US,51,1
Motion Picture and Sound Recording Industries,323223,United States,0100000US,512,1
Motion picture and video industries,292422,United States,0100000US,5121,1
Motion Picture and Video Production,148691,United States,0100000US,51211,1
Motion Picture and Video Production,148691,United States,0100000US,512110,1
Motion Picture and Video Distribution,2993,United States,0100000US,51212,1
Motion Picture and Video Distribution,2993,United States,0100000US,512120,1
Motion picture and video exhibition,113501,United States,0100000US,51213,1
Motion picture theaters (except drive-ins),112488,United States,0100000US,512131,1
Drive-in motion picture theaters,1013,United States,0100000US,512132,1
Postproduction Services and Other Motion Picture and Video Industries,27237,United States,0100000US,51219,1
Teleproduction and Other Postproduction Services,26331,United States,0100000US,512191,1
Other Motion Picture and Video Industries,906,United States,0100000US,512199,1
Sound Recording Industries,30801,United States,0100000US,5122,1
Music Publishers,6411,United States,0100000US,51223,1
Music Publishers,6411,United States,0100000US,512230,1
Sound Recording Studios,7463,United States,0100000US,51224,1
Sound Recording Studios,7463,United States,0100000US,512240,1
Record Production and Distribution,13437,United States,0100000US,51225,1
Record Production and Distribution,13437,United States,0100000US,512250,1
Other Sound Recording Industries,3490,United States,0100000US,51229,1
Other Sound Recording Industries,3490,United States,0100000US,512290,1
Publishing Industries,1373872,United States,0100000US,513,1
"Newspaper, Periodical, Book, and Directory Publishers",340567,United States,0100000US,5131,1
Newspaper Publishers,122838,United States,0100000US,51311,1
Newspaper Publishers,122838,United States,0100000US,513110,1
Periodical Publishers,74926,United States,0100000US,51312,1
Periodical Publishers,74926,United States,0100000US,513120,1
Book Publishers,76153,United States,0100000US,51313,1
Book Publishers,76153,United States,0100000US,513130,1
Directory and Mailing List Publishers,15313,United States,0100000US,51314,1
Directory and Mailing List Publishers,15313,United States,0100000US,513140,1
Other Publishers,51337,United States,0100000US,51319,1
Greeting Card Publishers,13165,United States,0100000US,513191,1
All Other Publishers,38172,United States,0100000US,513199,1
Software Publishers,1033305,United States,0100000US,5132,1
Software Publishers,1033305,United States,0100000US,51321,1
Software Publishers,1033305,United States,0100000US,513210,1
Broadcasting and Content Providers,477002,United States,0100000US,516,1
Radio and Television Broadcasting Stations,125229,United States,0100000US,5161,1
Radio Broadcasting Stations,67123,United States,0100000US,51611,1
Radio Broadcasting Stations,67123,United States,0100000US,516110,1
Television Broadcasting Stations,58106,United States,0100000US,51612,1
Television Broadcasting Stations,58106,United States,0100000US,516120,1
"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",351773,United States,0100000US,5162,1
"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",351773,United States,0100000US,51621,1
"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",351773,United States,0100000US,516210,1
Radio networks,11825,United States,0100000US,5162101,1
Television networks,80132,United States,0100000US,5162102,1
Cable and other subscription programming,57110,United States,0100000US,5162103,1
News syndicates,5777,United States,0100000US,5162104,1
Internet broadcasting,196929,United States,0100000US,5162105,1
Telecommunications,1046697,United States,0100000US,517,1
Wired and Wireless Telecommunications (except Satellite),1005112,United States,0100000US,5171,1
Wired and Wireless Telecommunications Carriers (except Satellite),899131,United States,0100000US,51711,1
Wired Telecommunications Carriers,633585,United States,0100000US,517111,1
Wired telecommunications carriers,331234,United States,0100000US,5171111,1
Cable and other program distribution,265636,United States,0100000US,5171112,1
Internet service providers (broadband),36715,United States,0100000US,5171113,1
Wireless Telecommunications Carriers (except Satellite),265546,United States,0100000US,517112,1
Telecommunications Resellers and Agents for Wireless Telecommunication Services,105981,United States,0100000US,51712,1
Telecommunications Resellers,22547,United States,0100000US,517121,1
Agents for Wireless Telecommunications Services,83434,United States,0100000US,517122,1
Satellite Telecommunications,9862,United States,0100000US,5174,1
Satellite Telecommunications,9862,United States,0100000US,51741,1
Satellite Telecommunications,9862,United States,0100000US,517410,1
All Other Telecommunications,31723,United States,0100000US,5178,1
All Other Telecommunications,31723,United States,0100000US,51781,1
All Other Telecommunications,31723,United States,0100000US,517810,1
Internet service providers (except broadband),3836,United States,0100000US,5178101,1
Other telecommunications,27887,United States,0100000US,5178109,1
"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",658341,United States,0100000US,518,1
"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",658341,United States,0100000US,5182,1
"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",658341,United States,0100000US,51821,1
"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",658341,United States,0100000US,518210,1
"Web Search Portals, Libraries, Archives, and Other Information Services",161360,United States,0100000US,519,1
"Web Search Portals, Libraries, Archives, and Other Information Services",161360,United States,0100000US,5192,1
Libraries and Archives,28301,United States,0100000US,51921,1
Libraries and Archives,28301,United States,0100000US,519210,1
Web Search Portals and All Other Information Services,133059,United States,0100000US,51929,1
Web Search Portals and All Other Information Services,133059,United States,0100000US,519290,1
Finance and insurance,7384808,United States,0100000US,52,1
Monetary Authorities-Central Bank,20618,United States,0100000US,521,1
Monetary Authorities-Central Bank,20618,United States,0100000US,5211,1
Monetary Authorities-Central Bank,20618,United States,0100000US,52111,1
Monetary Authorities-Central Bank,20618,United States,0100000US,521110,1
Credit intermediation and related activities,3191877,United States,0100000US,522,1
Depository credit intermediation,2043016,United States,0100000US,5221,1
Commercial Banking,1613941,United States,0100000US,52211,1
Commercial Banking,1613941,United States,0100000US,522110,1
National commercial banks (banking),937813,United States,0100000US,5221101,1
State commercial banks (banking),658660,United States,0100000US,5221102,1
Credit unions,333082,United States,0100000US,52213,1
Credit unions,333082,United States,0100000US,522130,1
"Credit unions, federally chartered",164648,United States,0100000US,5221301,1
"Credit unions, not federally chartered",168434,United States,0100000US,5221309,1
Savings Institutions and Other Depository Credit Intermediation,95993,United States,0100000US,52218,1
Savings Institutions and Other Depository Credit Intermediation,95993,United States,0100000US,522180,1
"Savings institutions, federally chartered",0,United States,0100000US,5221801,1
"Savings institutions, not federally chartered",46676,United States,0100000US,5221803,1
Nondepository credit intermediation,757172,United States,0100000US,5222,1
Credit Card Issuing,72871,United States,0100000US,52221,1
Credit Card Issuing,72871,United States,0100000US,522210,1
Sales Financing,102785,United States,0100000US,52222,1
Sales Financing,102785,United States,0100000US,522220,1
Other Nondepository Credit Intermediation,581516,United States,0100000US,52229,1
Consumer Lending,125707,United States,0100000US,522291,1
Real Estate Credit,366550,United States,0100000US,522292,1
"International, Secondary Market, and All Other Nondepository Credit Intermediation",89259,United States,0100000US,522299,1
Activities related to credit intermediation,391689,United States,0100000US,5223,1
Mortgage and Nonmortgage Loan Brokers,75862,United States,0100000US,52231,1
Mortgage and Nonmortgage Loan Brokers,75862,United States,0100000US,522310,1
"Financial Transactions Processing, Reserve, and Clearinghouse Activities",198478,United States,0100000US,52232,1
"Financial Transactions Processing, Reserve, and Clearinghouse Activities",198478,United States,0100000US,522320,1
Other Activities Related to Credit Intermediation,117349,United States,0100000US,52239,1
Other Activities Related to Credit Intermediation,117349,United States,0100000US,522390,1
"Securities, commodity contracts, and other financial investments and related activities",1176109,United States,0100000US,523,1
Securities and commodity contracts intermediation and brokerage,459866,United States,0100000US,5231,1
Investment Banking and Securities Intermediation,435679,United States,0100000US,52315,1
Investment Banking and Securities Intermediation,435679,United States,0100000US,523150,1
Commodity Contracts Intermediation,24187,United States,0100000US,52316,1
Commodity Contracts Intermediation,24187,United States,0100000US,523160,1
Securities and Commodity Exchanges,7219,United States,0100000US,5232,1
Securities and Commodity Exchanges,7219,United States,0100000US,52321,1
Securities and Commodity Exchanges,7219,United States,0100000US,523210,1
Other financial investment activities,709024,United States,0100000US,5239,1
Miscellaneous Intermediation,68878,United States,0100000US,52391,1
Miscellaneous Intermediation,68878,United States,0100000US,523910,1
Portfolio Management and Investment Advice,573187,United States,0100000US,52394,1
Portfolio Management and Investment Advice,573187,United States,0100000US,523940,1
All Other Financial Investment Activities,66959,United States,0100000US,52399,1
"Trust, Fiduciary, and Custody Activities",41287,United States,0100000US,523991,1
Miscellaneous Financial Investment Activities,25672,United States,0100000US,523999,1
Insurance Carriers and Related Activities,2996204,United States,0100000US,524,1
Insurance Carriers,1641461,United States,0100000US,5241,1
"Direct Life, Health, and Medical Insurance Carriers",887741,United States,0100000US,52411,1
Direct Life Insurance Carriers,301104,United States,0100000US,524113,1
Direct Health and Medical Insurance Carriers,586637,United States,0100000US,524114,1
"Direct Insurance (except Life, Health, and Medical) Carriers",738330,United States,0100000US,52412,1
Direct Property and Casualty Insurance Carriers,637410,United States,0100000US,524126,1
Direct Title Insurance Carriers,64948,United States,0100000US,524127,1
"Other Direct Insurance (except Life, Health, and Medical) Carriers",35972,United States,0100000US,524128,1
Reinsurance Carriers,15390,United States,0100000US,52413,1
Reinsurance Carriers,15390,United States,0100000US,524130,1
"Agencies, brokerages, and other insurance related activities",1354743,United States,0100000US,5242,1
Insurance Agencies and Brokerages,833835,United States,0100000US,52421,1
Insurance Agencies and Brokerages,833835,United States,0100000US,524210,1
Other Insurance Related Activities,520908,United States,0100000US,52429,1
Claims Adjusting,40125,United States,0100000US,524291,1
Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds,442908,United States,0100000US,524292,1
All Other Insurance Related Activities,37875,United States,0100000US,524298,1
Real estate and rental and leasing,2522021,United States,0100000US,53,1
Real Estate,1934763,United States,0100000US,531,1
Lessors of Real Estate,686786,United States,0100000US,5311,1
Lessors of Residential Buildings and Dwellings,388847,United States,0100000US,53111,1
Lessors of Residential Buildings and Dwellings,388847,United States,0100000US,531110,1
Lessors of Nonresidential Buildings (except Miniwarehouses),214848,United States,0100000US,53112,1
Lessors of Nonresidential Buildings (except Miniwarehouses),214848,United States,0100000US,531120,1
Lessors of Miniwarehouses and Self-Storage Units,47642,United States,0100000US,53113,1
Lessors of Miniwarehouses and Self-Storage Units,47642,United States,0100000US,531130,1
Lessors of Other Real Estate Property,35449,United States,0100000US,53119,1
Lessors of Other Real Estate Property,35449,United States,0100000US,531190,1
Offices of Real Estate Agents and Brokers,441369,United States,0100000US,5312,1
Offices of Real Estate Agents and Brokers,441369,United States,0100000US,53121,1
Offices of Real Estate Agents and Brokers,441369,United States,0100000US,531210,1
Activities Related to Real Estate,806608,United States,0100000US,5313,1
Real Estate Property Managers,684552,United States,0100000US,53131,1
Residential Property Managers,518734,United States,0100000US,531311,1
Nonresidential Property Managers,165818,United States,0100000US,531312,1
Offices of real estate appraisers,41050,United States,0100000US,53132,1
Offices of real estate appraisers,41050,United States,0100000US,531320,1
Other Activities Related to Real Estate,81006,United States,0100000US,53139,1
Other Activities Related to Real Estate,81006,United States,0100000US,531390,1
Rental and Leasing Services,545053,United States,0100000US,532,1
Automotive Equipment Rental and Leasing,176945,United States,0100000US,5321,1
Passenger Car Rental and Leasing,91076,United States,0100000US,53211,1
Passenger Car Rental,83005,United States,0100000US,532111,1
Passenger Car Leasing,8071,United States,0100000US,532112,1
"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",85869,United States,0100000US,53212,1
"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",85869,United States,0100000US,532120,1
Consumer Goods Rental,122898,United States,0100000US,5322,1
Consumer Electronics and Appliances Rental,24608,United States,0100000US,53221,1
Consumer Electronics and Appliances Rental,24608,United States,0100000US,532210,1
Other Consumer Goods Rental,98290,United States,0100000US,53228,1
Formal Wear and Costume Rental,4547,United States,0100000US,532281,1
Video Tape and Disc Rental,4069,United States,0100000US,532282,1
Home Health Equipment Rental,27041,United States,0100000US,532283,1
Recreational Goods Rental,18227,United States,0100000US,532284,1
All Other Consumer Goods Rental,44406,United States,0100000US,532289,1
General Rental Centers,15325,United States,0100000US,5323,1
General Rental Centers,15325,United States,0100000US,53231,1
General Rental Centers,15325,United States,0100000US,532310,1
Commercial and Industrial Machinery and Equipment Rental and Leasing,229885,United States,0100000US,5324,1
"Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing",85008,United States,0100000US,53241,1
"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",5156,United States,0100000US,532411,1
"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",79852,United States,0100000US,532412,1
Office Machinery and Equipment Rental and Leasing,7455,United States,0100000US,53242,1
Office Machinery and Equipment Rental and Leasing,7455,United States,0100000US,532420,1
Other Commercial and Industrial Machinery and Equipment Rental and Leasing,137422,United States,0100000US,53249,1
Other Commercial and Industrial Machinery and Equipment Rental and Leasing,137422,United States,0100000US,532490,1
Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),42205,United States,0100000US,533,1
Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),42205,United States,0100000US,5331,1
Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),42205,United States,0100000US,53311,1
Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),42205,United States,0100000US,533110,1
"Professional, scientific, and technical services",11185562,United States,0100000US,54,1
"Professional, Scientific, and Technical Services",11185562,United States,0100000US,541,1
Legal Services,1395948,United States,0100000US,5411,1
Offices of Lawyers,1281880,United States,0100000US,54111,1
Offices of Lawyers,1281880,United States,0100000US,541110,1
Offices of lawyers,1238906,United States,0100000US,5411101,1
Legal aid societies and similar legal services,42974,United States,0100000US,5411102,1
Other Legal Services,114068,United States,0100000US,54119,1
Title Abstract and Settlement Offices,81332,United States,0100000US,541191,1
All Other Legal Services,32736,United States,0100000US,541199,1
"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",1313416,United States,0100000US,5412,1
"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",1313416,United States,0100000US,54121,1
Offices of Certified Public Accountants,593830,United States,0100000US,541211,1
Tax Preparation Services,132452,United States,0100000US,541213,1
Payroll Services,296916,United States,0100000US,541214,1
Other Accounting Services,290218,United States,0100000US,541219,1
"Architectural, Engineering, and Related Services",1719500,United States,0100000US,5413,1
Architectural Services,201146,United States,0100000US,54131,1
Architectural Services,201146,United States,0100000US,541310,1
Landscape Architectural Services,38201,United States,0100000US,54132,1
Landscape Architectural Services,38201,United States,0100000US,541320,1
Engineering Services,1188890,United States,0100000US,54133,1
Engineering Services,1188890,United States,0100000US,541330,1
Drafting services,13690,United States,0100000US,54134,1
Drafting services,13690,United States,0100000US,541340,1
Building Inspection Services,31488,United States,0100000US,54135,1
Building Inspection Services,31488,United States,0100000US,541350,1
Geophysical Surveying and Mapping Services,8576,United States,0100000US,54136,1
Geophysical Surveying and Mapping Services,8576,United States,0100000US,541360,1
Surveying and Mapping (except Geophysical) Services,72754,United States,0100000US,54137,1
Surveying and Mapping (except Geophysical) Services,72754,United States,0100000US,541370,1
Testing Laboratories and Services,164755,United States,0100000US,54138,1
Testing Laboratories and Services,164755,United States,0100000US,541380,1
Specialized design services,146373,United States,0100000US,5414,1
Interior design services,61579,United States,0100000US,54141,1
Interior design services,61579,United States,0100000US,541410,1
Industrial Design Services,18453,United States,0100000US,54142,1
Industrial Design Services,18453,United States,0100000US,541420,1
Graphic Design Services,53691,United States,0100000US,54143,1
Graphic Design Services,53691,United States,0100000US,541430,1
Other Specialized Design Services,12650,United States,0100000US,54149,1
Other Specialized Design Services,12650,United States,0100000US,541490,1
Computer Systems Design and Related Services,2260211,United States,0100000US,5415,1
Computer Systems Design and Related Services,2260211,United States,0100000US,54151,1
Custom Computer Programming Services,1153016,United States,0100000US,541511,1
Computer Systems Design Services,783311,United States,0100000US,541512,1
Computer Facilities Management Services,114109,United States,0100000US,541513,1
Other Computer Related Services,209775,United States,0100000US,541519,1
"Management, Scientific, and Technical Consulting Services",1788068,United States,0100000US,5416,1
Management Consulting Services,1516703,United States,0100000US,54161,1
Administrative Management and General Management Consulting Services,885663,United States,0100000US,541611,1
Human Resources Consulting Services,137778,United States,0100000US,541612,1
Marketing Consulting Services,322274,United States,0100000US,541613,1
"Process, Physical Distribution, and Logistics Consulting Services",103192,United States,0100000US,541614,1
Other Management Consulting Services,67796,United States,0100000US,541618,1
Environmental Consulting Services,99085,United States,0100000US,54162,1
Environmental Consulting Services,99085,United States,0100000US,541620,1
Other Scientific and Technical Consulting Services,172280,United States,0100000US,54169,1
Other Scientific and Technical Consulting Services,172280,United States,0100000US,541690,1
Scientific Research and Development Services,1173651,United States,0100000US,5417,1
"Research and Development in the Physical, Engineering, and Life Sciences",1118487,United States,0100000US,54171,1
Research and Development in Nanotechnology,207509,United States,0100000US,541713,1
Research and development in nanobiotechnology,51307,United States,0100000US,5417131,1
"Research and development in the physical and engineering sciences, nanotechnology",122579,United States,0100000US,5417132,1
"Research and development in the life sciences, nanotechnology",33623,United States,0100000US,5417133,1
Research and Development in Biotechnology (except Nanobiotechnology),241153,United States,0100000US,541714,1
"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",669825,United States,0100000US,541715,1
"Research and development in the physical and engineering sciences, except nanotechnology",304619,United States,0100000US,5417151,1
"Research and development in the life sciences, except nanotechnology",365206,United States,0100000US,5417152,1
Research and Development in the Social Sciences and Humanities,55164,United States,0100000US,54172,1
Research and Development in the Social Sciences and Humanities,55164,United States,0100000US,541720,1
"Advertising, Public Relations, and Related Services",527028,United States,0100000US,5418,1
Advertising Agencies,223922,United States,0100000US,54181,1
Advertising Agencies,223922,United States,0100000US,541810,1
Public relations agencies,65010,United States,0100000US,54182,1
Public relations agencies,65010,United States,0100000US,541820,1
Media Buying Agencies,22002,United States,0100000US,54183,1
Media Buying Agencies,22002,United States,0100000US,541830,1
Media Representatives,27637,United States,0100000US,54184,1
Media Representatives,27637,United States,0100000US,541840,1
Indoor and Outdoor Display Advertising,27361,United States,0100000US,54185,1
Indoor and Outdoor Display Advertising,27361,United States,0100000US,541850,1
Direct Mail Advertising,38011,United States,0100000US,54186,1
Direct Mail Advertising,38011,United States,0100000US,541860,1
Advertising Material Distribution Services,12983,United States,0100000US,54187,1
Advertising Material Distribution Services,12983,United States,0100000US,541870,1
